GeneID,Experiment,Expression_Change
Zm00001d027622,Salicylic acid,Increases under treatment
Zm00001d027682,Salicylic acid,Increases under treatment
Zm00001d027710,Salicylic acid,Increases under treatment
Zm00001d027763,Salicylic acid,Decreases under treatment
Zm00001d027824,Salicylic acid,Decreases under treatment
Zm00001d027832,Salicylic acid,Increases under treatment
Zm00001d027899,Salicylic acid,Increases under treatment
Zm00001d027900,Salicylic acid,Increases under treatment
Zm00001d027946,Salicylic acid,Increases under treatment
Zm00001d027947,Salicylic acid,Increases under treatment
Zm00001d027949,Salicylic acid,Increases under treatment
Zm00001d027988,Salicylic acid,Increases under treatment
Zm00001d027991,Salicylic acid,Increases under treatment
Zm00001d028167,Salicylic acid,Increases under treatment
Zm00001d028199,Salicylic acid,Increases under treatment
Zm00001d028282,Salicylic acid,Increases under treatment
Zm00001d028408,Salicylic acid,Increases under treatment
Zm00001d028419,Salicylic acid,Decreases under treatment
Zm00001d028510,Salicylic acid,Decreases under treatment
Zm00001d028561,Salicylic acid,Increases under treatment
Zm00001d028565,Salicylic acid,Increases under treatment
Zm00001d028572,Salicylic acid,Increases under treatment
Zm00001d028577,Salicylic acid,Increases under treatment
Zm00001d028608,Salicylic acid,Increases under treatment
Zm00001d028653,Salicylic acid,Increases under treatment
Zm00001d028693,Salicylic acid,Decreases under treatment
Zm00001d028720,Salicylic acid,Increases under treatment
Zm00001d028721,Salicylic acid,Increases under treatment
Zm00001d028725,Salicylic acid,Increases under treatment
Zm00001d028750,Salicylic acid,Increases under treatment
Zm00001d028814,Salicylic acid,Increases under treatment
Zm00001d028815,Salicylic acid,Increases under treatment
Zm00001d028816,Salicylic acid,Increases under treatment
Zm00001d028820,Salicylic acid,Decreases under treatment
Zm00001d028906,Salicylic acid,Increases under treatment
Zm00001d028916,Salicylic acid,Increases under treatment
Zm00001d028930,Salicylic acid,Increases under treatment
Zm00001d028962,Salicylic acid,Increases under treatment
Zm00001d028973,Salicylic acid,Increases under treatment
Zm00001d028986,Salicylic acid,Increases under treatment
Zm00001d028998,Salicylic acid,Increases under treatment
Zm00001d028999,Salicylic acid,Increases under treatment
Zm00001d029025,Salicylic acid,Increases under treatment
Zm00001d029098,Salicylic acid,Increases under treatment
Zm00001d029150,Salicylic acid,Decreases under treatment
Zm00001d029164,Salicylic acid,Increases under treatment
Zm00001d029209,Salicylic acid,Increases under treatment
Zm00001d029246,Salicylic acid,Increases under treatment
Zm00001d029254,Salicylic acid,Decreases under treatment
Zm00001d029258,Salicylic acid,Decreases under treatment
Zm00001d029274,Salicylic acid,Increases under treatment
Zm00001d029350,Salicylic acid,Increases under treatment
Zm00001d029356,Salicylic acid,Increases under treatment
Zm00001d029359,Salicylic acid,Increases under treatment
Zm00001d029387,Salicylic acid,Decreases under treatment
Zm00001d029397,Salicylic acid,Increases under treatment
Zm00001d029424,Salicylic acid,Increases under treatment
Zm00001d029468,Salicylic acid,Increases under treatment
Zm00001d029478,Salicylic acid,Increases under treatment
Zm00001d029583,Salicylic acid,Increases under treatment
Zm00001d029594,Salicylic acid,Increases under treatment
Zm00001d029628,Salicylic acid,Increases under treatment
Zm00001d029630,Salicylic acid,Increases under treatment
Zm00001d029662,Salicylic acid,Increases under treatment
Zm00001d029667,Salicylic acid,Increases under treatment
Zm00001d029681,Salicylic acid,Increases under treatment
Zm00001d029699,Salicylic acid,Increases under treatment
Zm00001d029703,Salicylic acid,Increases under treatment
Zm00001d029706,Salicylic acid,Increases under treatment
Zm00001d029708,Salicylic acid,Increases under treatment
Zm00001d029777,Salicylic acid,Increases under treatment
Zm00001d029884,Salicylic acid,Increases under treatment
Zm00001d029906,Salicylic acid,Decreases under treatment
Zm00001d029922,Salicylic acid,Increases under treatment
Zm00001d029975,Salicylic acid,Increases under treatment
Zm00001d030158,Salicylic acid,Increases under treatment
Zm00001d030163,Salicylic acid,Increases under treatment
Zm00001d030339,Salicylic acid,Increases under treatment
Zm00001d030343,Salicylic acid,Increases under treatment
Zm00001d030363,Salicylic acid,Increases under treatment
Zm00001d030509,Salicylic acid,Increases under treatment
Zm00001d030542,Salicylic acid,Increases under treatment
Zm00001d030548,Salicylic acid,Increases under treatment
Zm00001d030830,Salicylic acid,Increases under treatment
Zm00001d030894,Salicylic acid,Decreases under treatment
Zm00001d030915,Salicylic acid,Increases under treatment
Zm00001d030958,Salicylic acid,Decreases under treatment
Zm00001d031013,Salicylic acid,Increases under treatment
Zm00001d031158,Salicylic acid,Increases under treatment
Zm00001d031189,Salicylic acid,Increases under treatment
Zm00001d031203,Salicylic acid,Increases under treatment
Zm00001d031221,Salicylic acid,Increases under treatment
Zm00001d031222,Salicylic acid,Increases under treatment
Zm00001d031257,Salicylic acid,Increases under treatment
Zm00001d031264,Salicylic acid,Increases under treatment
Zm00001d031275,Salicylic acid,Increases under treatment
Zm00001d031300,Salicylic acid,Increases under treatment
Zm00001d031412,Salicylic acid,Increases under treatment
Zm00001d031451,Salicylic acid,Decreases under treatment
Zm00001d031536,Salicylic acid,Increases under treatment
Zm00001d031555,Salicylic acid,Increases under treatment
Zm00001d031556,Salicylic acid,Increases under treatment
Zm00001d031589,Salicylic acid,Increases under treatment
Zm00001d031599,Salicylic acid,Increases under treatment
Zm00001d031677,Salicylic acid,Increases under treatment
Zm00001d031726,Salicylic acid,Increases under treatment
Zm00001d031728,Salicylic acid,Increases under treatment
Zm00001d031736,Salicylic acid,Increases under treatment
Zm00001d031778,Salicylic acid,Increases under treatment
Zm00001d031790,Salicylic acid,Increases under treatment
Zm00001d031969,Salicylic acid,Decreases under treatment
Zm00001d031971,Salicylic acid,Decreases under treatment
Zm00001d032046,Salicylic acid,Increases under treatment
Zm00001d032058,Salicylic acid,Decreases under treatment
Zm00001d032084,Salicylic acid,Decreases under treatment
Zm00001d032102,Salicylic acid,Increases under treatment
Zm00001d032116,Salicylic acid,Increases under treatment
Zm00001d032186,Salicylic acid,Increases under treatment
Zm00001d032224,Salicylic acid,Increases under treatment
Zm00001d032311,Salicylic acid,Increases under treatment
Zm00001d032337,Salicylic acid,Decreases under treatment
Zm00001d032363,Salicylic acid,Increases under treatment
Zm00001d032374,Salicylic acid,Increases under treatment
Zm00001d032408,Salicylic acid,Increases under treatment
Zm00001d032458,Salicylic acid,Increases under treatment
Zm00001d032492,Salicylic acid,Decreases under treatment
Zm00001d032527,Salicylic acid,Increases under treatment
Zm00001d032605,Salicylic acid,Increases under treatment
Zm00001d032608,Salicylic acid,Increases under treatment
Zm00001d032620,Salicylic acid,Increases under treatment
Zm00001d032745,Salicylic acid,Increases under treatment
Zm00001d032825,Salicylic acid,Increases under treatment
Zm00001d032850,Salicylic acid,Increases under treatment
Zm00001d032854,Salicylic acid,Increases under treatment
Zm00001d032935,Salicylic acid,Decreases under treatment
Zm00001d032947,Salicylic acid,Increases under treatment
Zm00001d033003,Salicylic acid,Increases under treatment
Zm00001d033049,Salicylic acid,Increases under treatment
Zm00001d033050,Salicylic acid,Increases under treatment
Zm00001d033079,Salicylic acid,Increases under treatment
Zm00001d033174,Salicylic acid,Increases under treatment
Zm00001d033181,Salicylic acid,Decreases under treatment
Zm00001d033206,Salicylic acid,Decreases under treatment
Zm00001d033222,Salicylic acid,Increases under treatment
Zm00001d033229,Salicylic acid,Increases under treatment
Zm00001d033273,Salicylic acid,Increases under treatment
Zm00001d033300,Salicylic acid,Increases under treatment
Zm00001d033389,Salicylic acid,Increases under treatment
Zm00001d033455,Salicylic acid,Increases under treatment
Zm00001d033480,Salicylic acid,Increases under treatment
Zm00001d033517,Salicylic acid,Increases under treatment
Zm00001d033528,Salicylic acid,Increases under treatment
Zm00001d033541,Salicylic acid,Decreases under treatment
Zm00001d033543,Salicylic acid,Decreases under treatment
Zm00001d033553,Salicylic acid,Decreases under treatment
Zm00001d033558,Salicylic acid,Increases under treatment
Zm00001d033567,Salicylic acid,Increases under treatment
Zm00001d033623,Salicylic acid,Increases under treatment
Zm00001d033710,Salicylic acid,Increases under treatment
Zm00001d033711,Salicylic acid,Increases under treatment
Zm00001d033797,Salicylic acid,Increases under treatment
Zm00001d033853,Salicylic acid,Decreases under treatment
Zm00001d033878,Salicylic acid,Increases under treatment
Zm00001d033909,Salicylic acid,Increases under treatment
Zm00001d033931,Salicylic acid,Increases under treatment
Zm00001d033981,Salicylic acid,Decreases under treatment
Zm00001d033990,Salicylic acid,Increases under treatment
Zm00001d034015,Salicylic acid,Increases under treatment
Zm00001d034017,Salicylic acid,Decreases under treatment
Zm00001d034037,Salicylic acid,Increases under treatment
Zm00001d034049,Salicylic acid,Increases under treatment
Zm00001d034072,Salicylic acid,Increases under treatment
Zm00001d034086,Salicylic acid,Decreases under treatment
Zm00001d034111,Salicylic acid,Decreases under treatment
Zm00001d034124,Salicylic acid,Increases under treatment
Zm00001d034129,Salicylic acid,Increases under treatment
Zm00001d034130,Salicylic acid,Increases under treatment
Zm00001d034143,Salicylic acid,Decreases under treatment
Zm00001d034270,Salicylic acid,Increases under treatment
Zm00001d034277,Salicylic acid,Increases under treatment
Zm00001d034356,Salicylic acid,Increases under treatment
Zm00001d034373,Salicylic acid,Increases under treatment
Zm00001d034427,Salicylic acid,Increases under treatment
Zm00001d034497,Salicylic acid,Increases under treatment
Zm00001d034513,Salicylic acid,Increases under treatment
Zm00001d034515,Salicylic acid,Decreases under treatment
Zm00001d034515,Salicylic acid,Decreases under treatment
Zm00001d034553,Salicylic acid,Increases under treatment
Zm00001d034564,Salicylic acid,Decreases under treatment
Zm00001d034588,Salicylic acid,Increases under treatment
Zm00001d034602,Salicylic acid,Increases under treatment
Zm00001d034620,Salicylic acid,Increases under treatment
Zm00001d034641,Salicylic acid,Increases under treatment
Zm00001d034663,Salicylic acid,Increases under treatment
Zm00001d034700,Salicylic acid,Decreases under treatment
Zm00001d034755,Salicylic acid,Decreases under treatment
Zm00001d034756,Salicylic acid,Increases under treatment
Zm00001d034782,Salicylic acid,Increases under treatment
Zm00001d034848,Salicylic acid,Increases under treatment
Zm00001d034874,Salicylic acid,Increases under treatment
Zm00001d034995,Salicylic acid,Increases under treatment
Zm00001d035007,Salicylic acid,Increases under treatment
Zm00001d035028,Salicylic acid,Increases under treatment
Zm00001d035162,Salicylic acid,Increases under treatment
Zm00001d035234,Salicylic acid,Decreases under treatment
Zm00001d035294,Salicylic acid,Decreases under treatment
Zm00001d035346,Salicylic acid,Decreases under treatment
Zm00001d035457,Salicylic acid,Increases under treatment
Zm00001d035498,Salicylic acid,Increases under treatment
Zm00001d035553,Salicylic acid,Increases under treatment
Zm00001d035562,Salicylic acid,Increases under treatment
Zm00001d035603,Salicylic acid,Increases under treatment
Zm00001d035605,Salicylic acid,Increases under treatment
Zm00001d035646,Salicylic acid,Increases under treatment
Zm00001d035684,Salicylic acid,Increases under treatment
Zm00001d035753,Salicylic acid,Increases under treatment
Zm00001d035798,Salicylic acid,Decreases under treatment
Zm00001d035812,Salicylic acid,Decreases under treatment
Zm00001d035865,Salicylic acid,Increases under treatment
Zm00001d035899,Salicylic acid,Increases under treatment
Zm00001d035925,Salicylic acid,Increases under treatment
Zm00001d036014,Salicylic acid,Decreases under treatment
Zm00001d036175,Salicylic acid,Increases under treatment
Zm00001d036293,Salicylic acid,Increases under treatment
Zm00001d036366,Salicylic acid,Increases under treatment
Zm00001d036370,Salicylic acid,Increases under treatment
Zm00001d036402,Salicylic acid,Increases under treatment
Zm00001d036431,Salicylic acid,Decreases under treatment
Zm00001d036550,Salicylic acid,Increases under treatment
Zm00001d036698,Salicylic acid,Decreases under treatment
Zm00001d036715,Salicylic acid,Increases under treatment
Zm00001d036761,Salicylic acid,Increases under treatment
Zm00001d036835,Salicylic acid,Increases under treatment
Zm00001d036917,Salicylic acid,Decreases under treatment
Zm00001d036946,Salicylic acid,Increases under treatment
Zm00001d036950,Salicylic acid,Increases under treatment
Zm00001d036991,Salicylic acid,Decreases under treatment
Zm00001d037036,Salicylic acid,Decreases under treatment
Zm00001d037061,Salicylic acid,Increases under treatment
Zm00001d037097,Salicylic acid,Increases under treatment
Zm00001d037232,Salicylic acid,Increases under treatment
Zm00001d037305,Salicylic acid,Increases under treatment
Zm00001d037342,Salicylic acid,Decreases under treatment
Zm00001d037383,Salicylic acid,Decreases under treatment
Zm00001d037492,Salicylic acid,Increases under treatment
Zm00001d037547,Salicylic acid,Increases under treatment
Zm00001d037550,Salicylic acid,Increases under treatment
Zm00001d037608,Salicylic acid,Increases under treatment
Zm00001d037619,Salicylic acid,Increases under treatment
Zm00001d037623,Salicylic acid,Increases under treatment
Zm00001d037631,Salicylic acid,Increases under treatment
